"ID","NAKB NA","NAKB Protein","NAKB Ligand"
"6GBZ","ribosomal RNA","ribosome",""
"6GC0","ribosomal RNA","ribosome",""
"6GC4","ribosomal RNA","ribosome",""
"6GC6","ribosomal RNA","ribosome",""
"6GC7","ribosomal RNA","ribosome",""
"6GC8","ribosomal RNA","ribosome",""
"6GQ1","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GQB","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GQV","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GSJ","ribosomal RNA, transfer RNA","ribosome",""
"6GSK","ribosomal RNA, transfer RNA","ribosome",""
"6GSL","ribosomal RNA, transfer RNA","ribosome",""
"6GSM","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GSN","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GWT","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GXM","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GXN","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GXO","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GXP","ribosomal RNA","ribosome, translation",""
"6GZ3","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GZ4","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GZ5","ribosomal RNA, transfer RNA","ribosome, translation",""
"6GZQ","ribosomal RNA","ribosome, translation",""
"6GZX","ribosomal RNA","ribosome, translation",""
"6GZZ","ribosomal RNA","ribosome, translation",""
"6H4N","ribosomal RNA, transfer RNA","ribosome, translation",""
"6H58","ribosomal RNA, transfer RNA","ribosome, translation",""
"6HA1","ribosomal RNA, transfer RNA","ribosome",""
"6HA8","ribosomal RNA, transfer RNA","ribosome, translation",""
"6HCF","ribosomal RNA, transfer RNA","ribosome, translation",""
"6HCJ","ribosomal RNA, transfer RNA","ribosome",""
"6HCM","ribosomal RNA, transfer RNA","ribosome, translation",""
"6HCQ","ribosomal RNA, transfer RNA","ribosome",""
"6HCT","ribosomal RNA","ribosome",""
"6HD7","ribosomal RNA, transfer RNA","ribosome, transferase, translation",""
"6HHQ","ribosomal RNA","ribosome, translation",""
"6HIV","ribosomal RNA","isomerase, oxidoreductase, ribosome",""
"6HIW","ribosomal RNA","oxidoreductase, ribosome",""
"6HIX","ribosomal RNA","isomerase, ribosome",""
"6HIY","ribosomal RNA","oxidoreductase, ribosome",""
"6HIZ","ribosomal RNA","ribosome",""
"6HMA","ribosomal RNA","ribosome",""
"6HRM","ribosomal RNA","ribosome",""
"6HTQ","ribosomal RNA, transfer RNA","kinase, ribosome",""
"6I0Y","ribosomal RNA, transfer RNA","cell cycle, kinase, ribosome",""
"6I7O","ribosomal RNA, transfer RNA","ribosome",""
"6I7V","ribosomal RNA","ribosome",""
"6I9R","ribosomal RNA, transfer RNA","ribosome, translation",""
"6IP5","ribosomal RNA, transfer RNA","ribosome",""
"6IP6","ribosomal RNA, IRES element, transfer RNA","ribosome",""
"6IP8","ribosomal RNA, IRES element, transfer RNA","ribosome, translation",""
"6JBF","ribosomal RNA","",""
"6JBG","A-form double helix, ribosomal RNA","",""
"6KE6","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6LKQ","ribosomal RNA","ribosome, translation",""
"6LQM","ribosomal RNA","ribosome, translation",""
"6LQP","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6LQQ","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6LQR","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6LQS","ribosomal RNA, small nucleolar RNA (snoRNA)","exosome, helicase, hydrolase, methylase, ribosome, spliceosome, splicing, translation",""
"6LQT","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, translation",""
"6LQU","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6LQV","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6LSR","ribosomal RNA","hydrolase, ribosome, translation",""
"6LSS","ribosomal RNA","ribosome, transcription, translation",""
"6LU8","ribosomal RNA","ribosome, transcription, translation",""
"6M62","ribosomal RNA","protease, ribosome, translation",""
"6MKN","ribosomal RNA, transfer RNA","ribosome",""
"6MPF","ribosomal RNA, transfer RNA","ribosome",""
"6MPI","ribosomal RNA, transfer RNA","ribosome",""
"6MTB","ribosomal RNA, transfer RNA","ribosome",""
"6MTC","ribosomal RNA, transfer RNA","ribosome, translation",""
"6MTD","ribosomal RNA","ribosome, translation",""
"6MTE","ribosomal RNA","ribosome, translation",""
"6N1D","ribosomal RNA, transfer RNA","ribosome",""
"6N8J","ribosomal RNA","ribosome, translation",""
"6N8K","ribosomal RNA","ribosome, translation",""
"6N8L","ribosomal RNA","ribosome, translation",""
"6N8M","ribosomal RNA","nuclease, ribosome, translation",""
"6N8N","ribosomal RNA","hydrolase, nuclease, ribosome, translation",""
"6N8O","ribosomal RNA","hydrolase, nuclease, ribosome, translation",""
"6N9E","ribosomal RNA, transfer RNA","ribosome",""
"6N9F","ribosomal RNA, transfer RNA","ribosome",""
"6ND4","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, translation",""
"6ND5","ribosomal RNA, transfer RNA","ribosome",""
"6ND6","ribosomal RNA, transfer RNA","ribosome",""
"6NDK","ribosomal RNA, transfer RNA","ribosome",""
"6NEQ","ribosomal RNA","ribosome, translation",""
"6NF8","ribosomal RNA","ribosome, translation",""
"6NQB","ribosomal RNA","ribosome",""
"6NSH","ribosomal RNA, transfer RNA","ribosome",""
"6NTA","ribosomal RNA, transfer RNA","ribosome",""
"6NU2","ribosomal RNA, transfer RNA","ribosome, translation",""
"6NU3","ribosomal RNA, transfer RNA","ribosome, translation",""
"6NUO","ribosomal RNA, transfer RNA","ribosome",""
"6NWY","ribosomal RNA, transfer RNA","ribosome",""
"6NY6","ribosomal RNA","nuclease, ribosome, toxin/antitoxin",""
"6O3M","ribosomal RNA, transfer RNA","ribosome",""
"6O7K","ribosomal RNA, transfer RNA","ribosome, translation",""
"6O8W","ribosomal RNA, transfer RNA","ribosome",""
"6O8X","ribosomal RNA","ribosome",""
"6O8Y","ribosomal RNA","ribosome",""
"6O8Z","ribosomal RNA","ribosome",""
"6O90","ribosomal RNA","ribosome",""
"6O97","ribosomal RNA, transfer RNA","ribosome",""
"6O9J","ribosomal RNA, transfer RNA","ribosome",""
"6O9K","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OF1","ribosomal RNA, transfer RNA","ribosome",""
"6OF6","ribosomal RNA, transfer RNA","ribosome",""
"6OFX","ribosomal RNA, transfer RNA","ribosome",""
"6OG7","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OGF","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OGG","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OGI","ribosomal RNA, transfer RNA","ribosome",""
"6OIG","ribosomal RNA","ribosome",""
"6OJ2","ribosomal RNA, transfer RNA","ribosome",""
"6OKK","ribosomal RNA, transfer RNA","ribosome",""
"6OLE","ribosomal RNA, transfer RNA","ribosome, structural",""
"6OLF","ribosomal RNA, transfer RNA","ribosome, structural",""
"6OLG","ribosomal RNA, transfer RNA","ribosome, structural",""
"6OLI","ribosomal RNA, transfer RNA","ribosome",""
"6OLZ","ribosomal RNA, transfer RNA","protease, ribosome",""
"6OM0","ribosomal RNA, transfer RNA","protease, ribosome",""
"6OM6","ribosomal RNA, transfer RNA","ribosome",""
"6OM7","ribosomal RNA, transfer RNA","protease, ribosome",""
"6OPE","ribosomal RNA, transfer RNA","ribosome",""
"6ORD","ribosomal RNA, transfer RNA","ribosome",""
"6ORE","ribosomal RNA, transfer RNA","ribosome",""
"6ORL","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OSI","ribosomal RNA, transfer RNA","ribosome",""
"6OSK","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OSQ","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OST","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OT3","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OTR","ribosomal RNA, transfer RNA","nuclease, ribosome, toxin/antitoxin",""
"6OUO","ribosomal RNA, transfer RNA","ribosome, translation",""
"6OXA","ribosomal RNA, transfer RNA","nuclease, ribosome, toxin/antitoxin",""
"6OXI","ribosomal RNA, transfer RNA","nuclease, ribosome, toxin/antitoxin",""
"6P4G","ribosomal RNA, IRES element","ribosome",""
"6P4H","ribosomal RNA, IRES element","ribosome",""
"6P5I","ribosomal RNA, IRES element","ribosome",""
"6P5J","ribosomal RNA, IRES element","ribosome",""
"6P5K","ribosomal RNA, IRES element","ribosome",""
"6P5N","ribosomal RNA, IRES element","ribosome, translation",""
"6PC5","ribosomal RNA","ribosome",""
"6PC6","ribosomal RNA","ribosome",""
"6PC7","ribosomal RNA","ribosome",""
"6PC8","ribosomal RNA","ribosome",""
"6PCH","ribosomal RNA","ribosome",""
"6PCQ","ribosomal RNA","ribosome",""
"6PCR","ribosomal RNA","ribosome",""
"6PCS","ribosomal RNA","ribosome",""
"6PCT","ribosomal RNA","ribosome",""
"6PJ6","ribosomal RNA","ribosome",""
"6PPF","ribosomal RNA","ribosome",""
"6PPK","ribosomal RNA","ribosome, translation",""
"6PRV","ribosomal RNA","",""
"6PVK","ribosomal RNA","ribosome",""
"6Q8Y","ribosomal RNA, transfer RNA","nuclease, ribosome",""
"6Q95","ribosomal RNA, transfer-messenger (tmRNA), transfer RNA","ribosome, translation",""
"6Q97","ribosomal RNA, transfer-messenger (tmRNA), transfer RNA","ribosome, translation",""
"6Q98","ribosomal RNA, transfer-messenger (tmRNA)","ribosome, translation",""
"6Q9A","ribosomal RNA, transfer-messenger (tmRNA), transfer RNA","ribosome, translation",""
"6QDW","ribosomal RNA, transfer RNA","ribosome, structural",""
"6QIK","ribosomal RNA","hydrolase, ribosome, translation",""
"6QKL","ribosomal RNA","ribosome, translation",""
"6QNQ","ribosomal RNA, transfer RNA","ribosome",""
"6QNR","ribosomal RNA, transfer RNA","ribosome",""
"6QT0","ribosomal RNA","ribosome, translation",""
"6QTZ","ribosomal RNA","hydrolase, ribosome, translation",""
"6QUL","ribosomal RNA","ribosome",""
"6QZP","ribosomal RNA, transfer RNA","ribosome",""
"6R5Q","ribosomal RNA, transfer RNA","ribosome, translation",""
"6R6G","ribosomal RNA, SRP RNA, transfer RNA","ribosome, signal recognition particle (SRP), translation",""
"6R6P","ribosomal RNA, transfer RNA","ribosome, translation",""
"6R7Q","ribosomal RNA, transfer RNA","ribosome, SEC channel, translation",""
"6R84","ribosomal RNA, transfer RNA","ribosome, translation",""
"6R86","ribosomal RNA","ribosome, translation",""
"6R87","ribosomal RNA, transfer RNA","ribosome, translation",""
"6RBD","ribosomal RNA","kinase, methylase, ribosome, translation",""
"6RBE","ribosomal RNA","ribosome",""
"6RI5","ribosomal RNA","hydrolase, ribosome, translation",""
"6RM3","ribosomal RNA","ribosome",""
"6RW4","ribosomal RNA","ribosome, translation",""
"6RW5","ribosomal RNA","ribosome, translation",""
"6RXT","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6RXU","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6RXV","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6RXX","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6RXY","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6RXZ","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, transferase, translation",""
"6RZZ","ribosomal RNA","hydrolase, nuclease, protease, ribosome, translation",""
"6S05","ribosomal RNA","hydrolase, nuclease, ribosome, translation",""
"6S0K","ribosomal RNA","ribosome, structural, translation",""
"6S0X","ribosomal RNA","ribosome, translation",""
"6S0Z","ribosomal RNA","ribosome",""
"6S12","ribosomal RNA","ribosome",""
"6S13","ribosomal RNA","ribosome, translation",""
"6S47","ribosomal RNA","ribosome, translation",""
"6SG9","ribosomal RNA","methylase, ribosome, translation",""
"6SGA","ribosomal RNA","methylase, ribosome, translation",""
"6SGB","ribosomal RNA","methylase, ribosome, translation",""
"6SGC","ribosomal RNA, transfer RNA","ribosome",""
"6SJ6","ribosomal RNA","ribosome, translation",""
"6SKF","ribosomal RNA","ribosome",""
"6SKG","ribosomal RNA","exosome, ribosome",""
"6SNT","ribosomal RNA, transfer RNA","ribosome",""
"6SPB","ribosomal RNA","ribosome",""
"6SPC","ribosomal RNA","ribosome",""
"6SPD","ribosomal RNA","ribosome",""
"6SPE","ribosomal RNA","ribosome",""
"6SPF","ribosomal RNA","ribosome",""
"6SPG","ribosomal RNA","ribosome",""
"6SV4","ribosomal RNA, transfer RNA","ribosome",""
"6SW9","ribosomal RNA, transfer RNA","hydrolase, ribosome, translation",""
"6SWA","ribosomal RNA","ribosome, translation",""
"6SWC","ribosomal RNA, transfer RNA","hydrolase, ribosome, translation",""
"6SWD","ribosomal RNA","ribosome, translation",""
"6SWE","ribosomal RNA, transfer RNA","ribosome, translation",""
"6SXO","ribosomal RNA","ribosome, translation",""
"6SZS","ribosomal RNA, transfer RNA","ribosome, translation",""
"6T4Q","ribosomal RNA, transfer RNA","ribosome",""
"6T59","ribosomal RNA, transfer RNA","ribosome, transcription, translation",""
"6T7I","ribosomal RNA, transfer RNA","ribosome",""
"6T7T","ribosomal RNA, transfer RNA","ribosome",""
"6T83","ribosomal RNA, transfer RNA","ribosome",""
"6TB3","ribosomal RNA, transfer RNA","ribosome, transcription",""
"6TBV","ribosomal RNA, transfer RNA","ribosome",""
"6TC3","ribosomal RNA, transfer RNA","ribosome",""
"6TH6","ribosomal RNA","ribosome",""
"6TMF","ribosomal RNA","ribosome",""
"6TNN","ribosomal RNA","nuclease, ribosome",""
"6TNU","ribosomal RNA, transfer RNA","ribosome, translation",""
"6TPH","ribosomal RNA","ribosome",""
"6TPQ","ribosomal RNA","nuclease, ribosome",""
"6U48","ribosomal RNA","ribosome",""
"6UCQ","ribosomal RNA, transfer RNA","ribosome, translation",""
"6UO1","ribosomal RNA, transfer RNA","ribosome",""
"6UZ7","ribosomal RNA, transfer RNA","ribosome",""
"6V39","ribosomal RNA, transfer RNA","ribosome",""
"6V3A","ribosomal RNA, transfer RNA","ribosome",""
"6V3B","ribosomal RNA","ribosome",""
"6V3D","ribosomal RNA","ribosome",""
"6V3E","ribosomal RNA","ribosome",""
"6VWL","frameshifting element, ribosomal RNA, transfer RNA","ribosome",""
"6VWM","frameshifting element, ribosomal RNA, transfer RNA","ribosome",""
"6VWN","frameshifting element, ribosomal RNA, transfer RNA","ribosome",""
"6W2S","ribosomal RNA, IRES element","ribosome, translation",""
"6W2T","ribosomal RNA, IRES element","ribosome, translation",""
"6W6K","ribosomal RNA","ribosome",""
"6W6L","ribosomal RNA, transfer RNA","ribosome, SEC channel, transcription, translation",""
"6W6P","ribosomal RNA","ribosome",""
"6W77","ribosomal RNA","ribosome",""
"6W7M","ribosomal RNA","ribosome",""
"6W7N","ribosomal RNA","ribosome",""
"6W7W","ribosomal RNA","ribosome",""
"6WD0","ribosomal RNA, transfer RNA","ribosome",""
"6WD1","ribosomal RNA, transfer RNA","ribosome",""
"6WD2","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD3","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD4","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD5","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD6","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD7","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD8","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WD9","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WDA","ribosomal RNA, transfer RNA","ribosome, translation",""
"6WDB","ribosomal RNA, transfer RNA","ribosome",""
"6WDC","ribosomal RNA, transfer RNA","ribosome",""
"6WDD","ribosomal RNA, transfer RNA","ribosome",""
"6WDE","ribosomal RNA, transfer RNA","ribosome",""
"6WDF","ribosomal RNA, transfer RNA","ribosome",""
"6WDG","ribosomal RNA, transfer RNA","ribosome",""
"6WDH","ribosomal RNA, transfer RNA","ribosome",""
"6WDI","ribosomal RNA, transfer RNA","ribosome",""
"6WDJ","ribosomal RNA, transfer RNA","ribosome",""
"6WDK","ribosomal RNA, transfer RNA","ribosome",""
"6WDL","ribosomal RNA, transfer RNA","ribosome",""
"6WDM","ribosomal RNA, transfer RNA","ribosome",""
"6WDR","ribosomal RNA","ribosome, translation",""
"6WNT","ribosomal RNA","ribosome",""
"6WNV","ribosomal RNA","ribosome",""
"6WNW","ribosomal RNA, transfer RNA","ribosome",""
"6WOO","ribosomal RNA, transfer RNA","hydrolase, ribosome, translation",""
"6WPI","double helix, ribosomal RNA","translation",""
"6WQN","ribosomal RNA","ribosome",""
"6WQQ","ribosomal RNA","ribosome",""
"6WRS","ribosomal RNA","ribosome",""
"6WRU","ribosomal RNA","ribosome",""
"6WU9","ribosomal RNA","ribosome",""
"6WUA","ribosomal RNA","ribosome",""
"6WUB","ribosomal RNA","ribosome",""
"6WYV","ribosomal RNA","ribosome",""
"6XA1","ribosomal RNA, transfer RNA","ribosome, translation",""
"6XE0","ribosomal RNA","ribosome, transcription",""
"6XHV","ribosomal RNA, transfer RNA","ribosome",""
"6XHW","ribosomal RNA, transfer RNA","ribosome",""
"6XHX","ribosomal RNA","ribosome",""
"6XHY","ribosomal RNA, transfer RNA","ribosome",""
"6XIQ","ribosomal RNA, transfer RNA","ribosome",""
"6XIR","ribosomal RNA, transfer RNA","ribosome",""
"6XQD","ribosomal RNA, transfer RNA","ribosome",""
"6XQE","ribosomal RNA, transfer RNA","ribosome",""
"6XU6","ribosomal RNA","ribosome",""
"6XU7","ribosomal RNA, transfer RNA","ribosome",""
"6XU8","ribosomal RNA","ribosome",""
"6XYW","ribosomal RNA","hydrolase, ribosome",""
"6XZ7","ribosomal RNA, transfer RNA","ribosome",""
"6XZA","ribosomal RNA, transfer RNA","ribosome",""
"6XZB","ribosomal RNA, transfer RNA","ribosome",""
"6Y0G","ribosomal RNA, transfer RNA","ribosome",""
"6Y0T","ribosomal RNA","",""
"6Y0Y","ribosomal RNA","",""
"6Y2L","ribosomal RNA, transfer RNA","ribosome",""
"6Y57","ribosomal RNA, transfer RNA","ribosome",""
"6Y69","ribosomal RNA, transfer RNA","ribosome, translation",""
"6Y6X","ribosomal RNA","ribosome",""
"6Y7C","ribosomal RNA","kinase, ribosome, translation",""
"6YAL","ribosomal RNA, transfer RNA","ribosome, translation",""
"6YAM","ribosomal RNA, transfer RNA","ribosome, translation",""
"6YAN","ribosomal RNA, transfer RNA","ribosome, translation",""
"6YBS","ribosomal RNA","ribosome, translation",""
"6YBW","ribosomal RNA","ribosome, translation",""
"6YDP","ribosomal RNA, transfer RNA","ribosome, translation",""
"6YDW","ribosomal RNA, transfer RNA","ribosome, translation",""
"6YEF","ribosomal RNA, transfer RNA","ribosome",""
"6YHS","ribosomal RNA, transfer RNA","ribosome",""
"6YLG","ribosomal RNA","post-transcriptional, protease, ribosome, translation",""
"6YLH","ribosomal RNA","post-transcriptional, protease, ribosome, translation",""
"6YLX","ribosomal RNA","methylase, ribosome, translation",""
"6YLY","ribosomal RNA","ribosome, translation",""
"6YPU","ribosomal RNA","ribosome",""
"6YS3","ribosomal RNA, transfer RNA","ribosome, structural",""
"6YS5","ribosomal RNA, transfer RNA","ribosome",""
"6YSI","ribosomal RNA, transfer RNA","ribosome",""
"6YSR","ribosomal RNA, transfer RNA","ribosome",""
"6YSS","ribosomal RNA, transfer RNA","nuclease, ribosome, translation",""
"6YST","ribosomal RNA, transfer RNA","nuclease, ribosome, translation",""
"6YSU","ribosomal RNA, transfer RNA","nuclease, ribosome, translation",""
"6YT9","ribosomal RNA","ribosome",""
"6YTF","ribosomal RNA, transfer RNA","ribosome",""
"6YW5","ribosomal RNA","hydrolase, ribosome, translation",""
"6YWE","ribosomal RNA, transfer RNA","hydrolase, ribosome, translation",""
"6YWS","ribosomal RNA","ribosome",""
"6YWV","ribosomal RNA","ribosome",""
"6YWX","ribosomal RNA, transfer RNA","hydrolase, ribosome, translation",""
"6YWY","ribosomal RNA, transfer RNA","hydrolase, ribosome, translation",""
"6YXX","ribosomal RNA","isomerase, methylase, ribosome, translation",""
"6YXY","ribosomal RNA","isomerase, ribosome, translation",""
"6Z1P","ribosomal RNA","ribosome",""
"6Z6J","ribosomal RNA","ribosome",""
"6Z6K","ribosomal RNA","ribosome",""
"6Z6L","ribosomal RNA, transfer RNA","ribosome, translation",""
"6Z6M","ribosomal RNA, transfer RNA","ribosome, translation",""
"6Z6N","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZCE","ribosomal RNA","ribosome, translation",""
"6ZJ3","ribosomal RNA, transfer RNA","ribosome",""
"6ZLW","ribosomal RNA","ribosome, translation",""
"6ZM5","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZM6","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZM7","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZME","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZMI","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZMO","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZMT","ribosomal RNA","ribosome, translation",""
"6ZMW","ribosomal RNA, transfer RNA","helicase, ribosome, splicing, translation",""
"6ZN5","ribosomal RNA","ribosome, translation",""
"6ZOJ","ribosomal RNA","ribosome, translation",""
"6ZOK","ribosomal RNA","ribosome, translation",""
"6ZOL","ribosomal RNA","ribosome",""
"6ZON","ribosomal RNA","ribosome, translation",""
"6ZP4","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZQA","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, ribosome, spliceosome, splicing, translation",""
"6ZQB","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6ZQC","ribosomal RNA, small nucleolar RNA (snoRNA)","methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"6ZQD","ribosomal RNA, small nucleolar RNA (snoRNA)","helicase, methylase, ribosome, spliceosome, splicing, translation",""
"6ZQE","ribosomal RNA, small nucleolar RNA (snoRNA)","helicase, methylase, ribosome, spliceosome, splicing, translation",""
"6ZQF","ribosomal RNA, small nucleolar RNA (snoRNA)","helicase, methylase, ribosome, spliceosome, translation",""
"6ZQG","ribosomal RNA, small nucleolar RNA (snoRNA)","helicase, methylase, ribosome, spliceosome, translation",""
"6ZS9","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZSA","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZSB","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZSC","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZSD","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZSE","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZSG","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZU5","ribosomal RNA","ribosome",""
"6ZU9","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZUO","ribosomal RNA","nuclease, ribosome, translation",""
"6ZV6","ribosomal RNA","kinase, ribosome",""
"6ZVH","ribosomal RNA, transfer RNA","ribosome, translation",""
"6ZVI","ribosomal RNA, transfer RNA","ribosome",""
"6ZVJ","ribosomal RNA","ribosome, translation",""
"6ZVK","ribosomal RNA","ribosome",""
"6ZXD","ribosomal RNA","kinase, nuclease, ribosome, synthetase, translation",""
"6ZXE","ribosomal RNA","kinase, nuclease, ribosome, synthetase, translation",""
"6ZXF","ribosomal RNA","kinase, nuclease, ribosome, synthetase, translation",""
"6ZXG","ribosomal RNA","kinase, ribosome, synthetase, translation",""
"6ZXH","ribosomal RNA","kinase, ribosome, translation",""
"6ZXZ","ribosomal RNA","",""
"6ZYB","ribosomal RNA","",""
"7A01","ribosomal RNA","ribosome",""
"7A09","ribosomal RNA, transfer RNA","ribosome, translation",""
"7A0R","ribosomal RNA","ribosome",""
"7A0S","ribosomal RNA","ribosome",""
"7A18","ribosomal RNA","ribosome",""
"7A1G","ribosomal RNA","ribosome, translation",""
"7A5F","ribosomal RNA, transfer RNA","ribosome, translation",""
"7A5G","ribosomal RNA, transfer RNA","ribosome, translation",""
"7A5H","ribosomal RNA, transfer RNA","ribosome, transcription, translation",""
"7A5I","ribosomal RNA, transfer RNA","ribosome, translation",""
"7A5J","ribosomal RNA, transfer RNA","ribosome, translation",""
"7A5K","ribosomal RNA, transfer RNA","ribosome, translation",""
"7ABZ","ribosomal RNA, transfer-messenger (tmRNA), transfer RNA","ribosome, translation",""
"7AC7","ribosomal RNA, transfer-messenger (tmRNA), transfer RNA","ribosome, translation",""
"7ACJ","ribosomal RNA, transfer-messenger (tmRNA)","ribosome, translation",""
"7ACR","ribosomal RNA, transfer-messenger (tmRNA)","ribosome, translation",""
"7AF3","ribosomal RNA","ribosome",""
"7AF5","ribosomal RNA","ribosome",""
"7AF8","ribosomal RNA","ribosome",""
"7AFA","ribosomal RNA","ribosome",""
"7AFD","ribosomal RNA","ribosome",""
"7AFH","ribosomal RNA","ribosome",""
"7AFI","ribosomal RNA","ribosome",""
"7AFK","ribosomal RNA","ribosome",""
"7AFL","ribosomal RNA","ribosome, translation",""
"7AFN","ribosomal RNA","ribosome",""
"7AFO","ribosomal RNA","methylase, ribosome",""
"7AIH","ribosomal RNA","isomerase, ribosome",""
"7AJT","ribosomal RNA, small nucleolar RNA (snoRNA)","exosome, helicase, hydrolase, methylase, regulatory, ribosome, spliceosome, splicing, transferase, translation",""
"7AJU","ribosomal RNA, small nucleolar RNA (snoRNA)","exosome, helicase, hydrolase, methylase, ribosome, spliceosome, splicing, translation",""
"7AM2","ribosomal RNA","isomerase, methylase, ribosome, translation",""
"7ANE","ribosomal RNA","isomerase, oxidoreductase, ribosome",""
"7AOI","ribosomal RNA","isomerase, regulatory, ribosome, transferase, translation",""
"7AOR","ribosomal RNA","oxidoreductase, ribosome",""
"7AQC","ribosomal RNA, transfer RNA","ribosome, translation",""
"7AQD","ribosomal RNA, transfer RNA","ribosome, translation",""
"7AS8","ribosomal RNA, transfer RNA","ribosome, translation",""
"7AS9","ribosomal RNA, transfer RNA","ribosome, translation",""
"7ASA","ribosomal RNA, transfer RNA","ribosome, translation",""
"7ASE","ribosomal RNA, transfer RNA","centromere, ribosome, translation",""
"7ASM","ribosomal RNA","ribosome",""
"7ASN","ribosomal RNA","ribosome",""
"7ASO","ribosomal RNA","ribosome",""
"7ASP","ribosomal RNA","ribosome",""
"7AZO","ribosomal RNA, transfer RNA","ribosome",""
"7AZS","ribosomal RNA, transfer RNA","ribosome",""
"7AZY","ribosomal RNA","ribosome",""
"7B5K","ribosomal RNA, transfer RNA","ribosome",""
"7B7D","ribosomal RNA, transfer RNA","helicase, ribosome, translation",""
"7BGD","ribosomal RNA","ribosome",""
"7BGE","ribosomal RNA","ribosome",""
"7BHP","ribosomal RNA","ribosome, translation",""
"7BL2","ribosomal RNA","hydrolase, ribosome",""
"7BL3","ribosomal RNA","hydrolase, ribosome",""
"7BL4","ribosomal RNA","hydrolase, ribosome",""
